,Sentence,YTest,YPred
0,The TV station head promoted the newsagent.,0.881944444444445,0.6660944819450378
1,The newsagent promoted the TV station head.,0.645833333333333,0.6660944819450378
2,The mechanic berated the intern.,0.8148148148148149,0.6660944819450378
3,The intern berated the mechanic.,0.6388888888888891,0.6660944819450378
4,The urologist treated the widower.,0.8257575757575759,0.6660944819450378
5,The widower treated the urologist.,0.26,0.6660944819450378
6,The father pampered the infant.,0.98,0.6660944819450378
7,The infant pampered the father.,0.15909090909090898,0.6660944819450378
8,The mother disciplined the toddler.,0.9506172839506171,0.6660944819450378
9,The toddler disciplined the mother.,0.0972222222222222,0.6660944819450378
10,The technician rebuked the aide.,0.741666666666667,0.6660944819450378
11,The aide rebuked the technician.,0.6893939393939389,0.6660944819450378
12,The joker tricked the distributor.,0.893939393939394,0.6660944819450378
13,The distributor tricked the joker.,0.583333333333333,0.6660944819450378
14,The barber shaved the old man.,0.9285714285714279,0.6660944819450378
15,The old man shaved the barber.,0.484848484848485,0.6660944819450378
16,The pixie mesmerized the ogre.,0.424242424242424,0.6660944819450378
17,The ogre mesmerized the pixie.,0.492424242424242,0.6660944819450378
18,The personal trainer weighed the Olympian.,0.926666666666667,0.6660944819450378
19,The Olympian weighed the personal trainer.,0.553030303030303,0.6660944819450378
20,The chauffeur drove the diplomat.,0.896825396825397,0.6660944819450378
21,The diplomat drove the chauffeur.,0.166666666666667,0.6660944819450378
22,The playboy courted the damsel.,0.8888888888888891,0.6660944819450378
23,The damsel courted the playboy.,0.746913580246914,0.6660944819450378
24,The headmaster reprimanded the kid.,0.9782608695652171,0.6660944819450378
25,The kid reprimanded the headmaster.,0.27333333333333304,0.6660944819450378
26,The windbag taunted the recluse.,0.46212121212121204,0.6684987545013428
27,The recluse taunted the windbag.,0.36231884057971003,0.6684987545013428
28,The impersonator conned the inspector.,0.833333333333333,0.6684987545013428
29,The inspector conned the impersonator.,0.5763888888888891,0.6684987545013428
30,The governess instructed the lad.,0.818181818181818,0.6684987545013428
31,The lad instructed the governess.,0.492424242424242,0.6684987545013428
32,The speaker engrossed the audience.,0.985507246376812,0.6684987545013428
33,The audience engrossed the speaker.,0.368055555555556,0.6684987545013428
34,The negotiator saved the captive.,0.944444444444445,0.6684987545013428
35,The captive saved the negotiator.,0.4333333333333329,0.6684987545013428
36,The pixie mesmerized the ogre.,0.424242424242424,0.6684987545013428
37,The ogre mesmerized the pixie.,0.492424242424242,0.6684987545013428
38,The lord named the heir.,0.930555555555555,0.6684987545013428
39,The heir named the lord.,0.45454545454545503,0.6684987545013428
40,The page obeyed the noble.,0.5617283950617281,0.6684987545013428
41,The noble obeyed the page.,0.348484848484848,0.6684987545013428
42,The extortionist menaced the legislator.,0.712962962962963,0.6684987545013428
43,The legislator menaced the extortionist.,0.658333333333333,0.6684987545013428
44,The president pardoned the traitor.,0.8863636363636359,0.6684987545013428
45,The traitor pardoned the president.,0.0869565217391304,0.6684987545013428
46,The joker tricked the distributor.,0.893939393939394,0.6684987545013428
47,The distributor tricked the joker.,0.583333333333333,0.6684987545013428
48,The hit man killed the politician.,0.916666666666667,0.6684987545013428
49,The politician killed the hit man.,0.5,0.6684987545013428
50,The smuggler bribed the bureaucrat.,0.9066666666666671,0.6684987545013428
51,The bureaucrat bribed the smuggler.,0.7272727272727271,0.6684987545013428
52,The robber burgled the industrialist.,0.753333333333333,0.6655858755111694
53,The industrialist burgled the robber.,0.325757575757576,0.6655858755111694
54,The assassin shot the statesman.,0.916666666666667,0.6655858755111694
55,The statesman shot the assassin.,0.444444444444444,0.6655858755111694
56,The brunette tipped the busboy.,0.944444444444445,0.6655858755111694
57,The busboy tipped the brunette.,0.45138888888888895,0.6655858755111694
58,The orderly assisted the dentist.,0.6388888888888891,0.6655858755111694
59,The dentist assisted the orderly.,0.75,0.6655858755111694
60,The president pardoned the traitor.,0.8863636363636359,0.6655858755111694
61,The traitor pardoned the president.,0.0869565217391304,0.6655858755111694
62,The judge praised the gold medalist.,0.944444444444445,0.6655858755111694
63,The gold medalist praised the judge.,0.8472222222222221,0.6655858755111694
64,The urologist treated the widower.,0.8257575757575759,0.6655858755111694
65,The widower treated the urologist.,0.26,0.6655858755111694
66,The novice irritated the virtuoso.,0.7847222222222221,0.6655858755111694
67,The virtuoso irritated the novice.,0.6759259259259259,0.6655858755111694
68,The paparazzi stalked the pop star.,0.958333333333333,0.6655858755111694
69,The pop star stalked the paparazzi.,0.21739130434782603,0.6655858755111694
70,The master encouraged the rookie.,0.926666666666667,0.6655858755111694
71,The rookie encouraged the master.,0.6515151515151509,0.6655858755111694
72,The amateur irked the maestro.,0.846666666666667,0.6655858755111694
73,The maestro irked the amateur.,0.795454545454545,0.6655858755111694
74,The mediator rescued the hostage.,0.875,0.6655858755111694
75,The hostage rescued the mediator.,0.31818181818181795,0.6655858755111694
76,The pixie mesmerized the ogre.,0.424242424242424,0.6655858755111694
77,The ogre mesmerized the pixie.,0.492424242424242,0.6655858755111694
78,The anthropologist studied the tribesman.,0.86231884057971,0.6670346856117249
79,The tribesman studied the anthropologist.,0.579710144927536,0.6670346856117249
80,The singer disappointed the enthusiast.,0.818181818181818,0.6670346856117249
81,The enthusiast disappointed the singer.,0.575757575757576,0.6670346856117249
82,The professional supported the beginner.,0.9487179487179491,0.6670346856117249
83,The beginner supported the professional.,0.6736111111111109,0.6670346856117249
84,The artist portrayed the philosopher.,0.7986111111111109,0.6670346856117249
85,The philosopher portrayed the artist.,0.54320987654321,0.6670346856117249
86,The personal trainer weighed the Olympian.,0.926666666666667,0.6670346856117249
87,The Olympian weighed the personal trainer.,0.553030303030303,0.6670346856117249
88,The attorney interrogated the bystander.,0.871212121212121,0.6670346856117249
